,Instance,Size,Alpha_e,Capacity,Num_Drones,GAP,Runtime,NodeCount,ObjVal,HeurTime,HeurVal
0,1,5,False,30,3,0.978553992197627,3600.0060460567474,2242.0,76.23763540653579,3.582653045654297,145.00560104573617
1,2,5,False,30,3,0.9655223716061646,3600.005697965622,2525.0,54.04764734402279,2.6484503746032715,90.63147029066178
2,3,5,False,30,3,0.9497299500648831,3600.003436088562,2038.0,45.57098419498092,3.1250059604644775,102.910675871216
3,4,5,False,30,3,0.9516306436836264,3600.435693025589,2525.0,56.34937156510999,3.419795513153076,78.87694546856613
4,0,5,False,40,1,0.506651228564805,3600.0467550754547,139789.0,65.51533585381335,4.937638759613037,105.13298622342316
5,1,5,False,40,1,0.7154919378046474,3600.0312049388885,96758.0,90.89278962398119,3.9156882762908936,154.0784373564826
6,2,5,False,40,1,0.7760630780193274,3600.11238694191,65835.0,54.81985125152031,4.689833402633667,90.14577588325369
7,3,5,False,40,1,0.8383969749985685,3600.0272858142853,45327.0,98.79288336493464,4.56327748298645,143.42844477821285
8,4,5,False,40,1,0.7354533921920444,3600.056385040283,200931.0,82.99248140277626,4.444864273071289,118.11398803459353
9,0,5,False,40,2,0.966695426076358,3600.0687050819397,2275.0,50.54986831980483,3.393324375152588,78.4722146093364
10,1,5,False,40,2,0.9477058151640534,3600.0031180381775,2698.0,57.054511241051344,3.880049467086792,89.44754999243315
11,2,5,False,40,2,0.9609121976338785,3600.002233982086,2058.0,65.10912655691105,3.8672714233398438,100.99574464696948
12,3,5,False,40,2,0.9180268606195284,3600.018769979477,19683.0,44.4179219736935,3.8481009006500244,81.09404921739863
13,4,5,False,40,2,0.9596678360975096,3600.004853963852,3052.0,65.71443716956384,3.668062925338745,94.51287687996629
14,0,5,False,40,3,0.9557725272532285,3600.0440368652344,2640.0,62.34073590521582,3.339182138442993,88.82678452280558
15,1,5,False,40,3,0.940287938525349,3600.0373589992523,2675.0,50.60974787754802,3.6718971729278564,64.41399803041887
16,2,5,False,40,3,0.9371938796517718,3600.006150007248,2490.0,40.676503006058574,2.3889987468719482,79.89395103151914
17,3,5,False,40,3,0.9420459558992014,3600.017562866211,2623.0,49.67665246585908,3.08796763420105,71.4460514592164
18,4,5,False,40,3,0.9598852369637177,3600.0474820137024,2379.0,41.118814826362815,3.1518118381500244,83.73460748308037
19,0,5,False,50,1,0.7178876660992108,3600.021162033081,104714.0,102.2656251105717,4.300231218338013,160.28568323782272
20,1,5,False,50,1,0.6471777195691114,3600.0339579582214,69821.0,47.52460407106144,3.466909646987915,87.4507682896862
21,2,5,False,50,1,0.7915271244402167,3600.2370920181274,75589.0,80.66565729445374,4.190217733383179,104.86739966314455
22,3,5,False,50,1,0.7879841856664864,3600.0531618595123,61396.0,75.99747977215942,6.060476064682007,115.47274959522358
23,4,5,False,50,1,0.9427169390114946,3600.106052875519,73346.0,65.61903072866005,4.745537996292114,89.66485430488981
24,0,5,False,50,2,0.9985217854734512,3600.408406972885,31808.0,61.60041024088008,3.0018136501312256,86.884404951716
25,1,5,False,50,2,0.9616062963600298,3600.9566130638123,2862.0,49.33449305418167,3.0585851669311523,67.79466843680596
26,2,5,False,50,2,0.9546001483009753,3600.0035078525543,2869.0,60.5552575933254,3.451413631439209,94.58363911176345
27,3,5,False,50,2,0.9964401652992109,3600.0844328403473,44890.0,47.66294798451516,3.289555072784424,78.19688001896219
28,4,5,False,50,2,0.9428800387967744,3600.010533094406,2832.0,57.792122092736044,3.3084495067596436,87.28137047030702
29,0,5,False,50,3,0.9519998468826896,3600.0141639709473,2175.0,58.82502345057661,2.8360402584075928,81.67031893966413
30,1,5,False,50,3,0.9171602319741429,3600.6180539131165,3161.0,46.36564264613482,2.78645920753479,83.21584170874485
31,2,5,False,50,3,0.9313643023167526,3600.0478899478912,2908.0,55.515236120202346,3.074981212615967,69.26765735880386
32,3,5,False,50,3,0.8686963560832799,3600.063565015793,15617.0,33.875180773906294,2.6944868564605713,76.09253777985653
33,4,5,False,50,3,0.9407441110967637,3600.0562291145325,2549.0,43.35977097166255,3.0141215324401855,68.39937454360812
34,0,5,False,60,1,0.8145195311494878,3600.013883113861,130715.0,65.85270260985502,3.681222915649414,97.9013324702316
35,1,5,False,60,1,0.6599480980870462,3600.0193798542023,207439.0,83.19899732535224,4.611325263977051,128.48231508332964
36,2,5,False,60,1,0.7503207688221173,3600.036653995514,79350.0,77.34323377214061,3.6869428157806396,107.66337525994896
37,3,5,False,60,1,0.7911765594979873,3600.0567939281464,47444.0,89.99937043736304,4.595128059387207,129.97580309193816
38,4,5,False,60,1,0.7745908321018595,3600.0162971019745,136607.0,86.7846004634251,5.043730020523071,126.43724833145711
39,0,5,False,60,2,0.9480896624820672,3600.0062849521637,2961.0,71.52089026794371,3.0989248752593994,93.92245536482326
40,1,5,False,60,2,0.96004136595602,3600.0080778598785,3086.0,64.64943782694748,3.4205493927001953,102.26300535599532
41,2,5,False,60,2,0.944913779531638,3600.030025959015,3081.0,57.86152574524848,3.216758966445923,77.74629733860613
42,3,5,False,60,2,0.9531759804793286,3600.07036280632,3238.0,61.580696229655324,3.6619439125061035,83.51321928774576
43,4,5,False,60,2,0.8868514757039885,3600.0184259414673,32896.0,57.79108470422346,3.3899459838867188,86.7887998843971
44,0,5,False,60,3,0.9305512057335018,3600.0042600631714,2252.0,39.53295283463924,2.774714946746826,86.60728037193225
45,1,5,False,60,3,0.9482220053486882,3600.0039241313934,2566.0,65.64387568906805,2.4853675365448,104.46350467898293
46,2,5,False,60,3,0.9278741868157898,3600.0545802116394,2692.0,44.54201203713008,3.4755265712738037,85.52957125416089
47,3,5,False,60,3,0.9380170305126647,3600.0035309791565,2557.0,43.75702309425366,2.964932680130005,54.14809443262989
48,4,5,False,60,3,0.9489473283400797,3600.0669238567352,3260.0,58.772627837702224,2.8483119010925293,102.10468278155986
49,0,10,True,20,1,0.8971827876787997,3600.0293278694153,1806.0,473.521856186194,15.159419775009155,473.52185618619393
50,1,10,True,20,1,0.8880659248989237,3600.0343339443207,1809.0,430.1598021539987,7.0016255378723145,476.121456605218
51,2,10,True,20,1,,,,,16.432976007461548,
52,3,10,True,20,1,0.8731331250855068,3600.03004693985,2141.0,381.75973658685444,16.53772258758545,456.20543613916345
53,4,10,True,20,1,,,,,8.578480005264282,
54,0,10,True,20,2,0.8841607184598028,3600.112869977951,2029.0,332.92631668120157,10.217501401901245,332.92631668120157
55,1,10,True,20,2,,,,,23.818823099136353,
56,2,10,True,20,2,0.8496324130499239,3600.090945959091,164.0,312.4006195924757,10.392031192779541,312.85609365064704
57,3,10,True,20,2,,,,,11.518831491470337,
58,4,10,True,20,2,0.799904840684067,3600.1753318309784,2039.0,253.30458513814324,12.886102437973022,254.0658699893511
59,0,10,True,20,3,,,,,11.589194297790527,
60,1,10,True,20,3,,,,,10.772653102874756,
61,2,10,True,20,3,0.8332038672936877,3600.558856010437,1409.0,289.6049082906289,12.37404203414917,290.0364578774779
62,3,10,True,20,3,,,,,11.180821180343628,
63,4,10,True,20,3,0.7975469188751642,3600.0859050750732,2469.0,243.8744502699687,11.159077882766724,276.06246371822687
64,0,10,True,30,1,0.8211814148164793,3600.0097000598907,2474.0,254.3933423396908,34.772382974624634,308.60616161383103
65,1,10,True,30,1,0.80063960196606,3600.0103290081024,2060.0,233.83698845277812,21.72761583328247,233.9580501167526
66,2,10,True,30,1,0.8284582439165997,3600.034826040268,1654.0,264.9925672522165,20.49817204475403,265.06449335095857
67,3,10,True,30,1,0.8090496564756466,3600.0102059841156,2124.0,260.84372517807634,23.3806049823761,260.90745005226364
68,4,10,True,30,1,0.8036146901837673,3600.010385990143,1206.0,243.54550542982955,38.7182400226593,244.53502194868022
