,Instance,Size,Alpha_e,Capacity,Num_Drones,GAP,Runtime,NodeCount,ObjVal,HeurTime,HeurVal
0,4,5,False,20,2,,,,,Grid,Stages
1,4,5,False,60,1,,,,,Grid,Stages
2,1,10,True,50,2,inf,13.138131141662598,0.0,178.63351087708043,334.0785164833069,178.63351087708043
3,0,10,False,20,1,inf,16.529608964920044,0.0,261.94369877595506,243.28776669502258,261.94369877595506
4,2,10,False,20,2,inf,71.7586419582367,0.0,248.66053251011027,174.13851022720337,248.66053251011027
5,2,10,False,20,3,,,,,Grid,Stages
6,4,10,False,20,3,inf,68.21246099472046,0.0,300.86018452747146,130.46218466758728,300.86018452747146
7,3,10,False,30,2,inf,8.914592981338501,0.0,131.74387742247407,209.9793574810028,131.74387742247407
8,2,10,False,30,3,,,,,Grid,Stages
9,2,10,False,40,3,,,,,Grid,Stages
10,2,10,False,50,2,inf,87.97281813621521,0.0,190.99732067982558,232.1053819656372,190.99732067982558
