,Instance,Size,Alpha_e,Capacity,Num_Drones,GAP,Runtime,NodeCount,ObjVal,HeurTime,HeurVal
0,2,10,True,20,1,0.8162836824231285,3600.0216479301453,1865.0,279.0993294432802,297.64677262306213,280.2371831703881
1,4,10,True,20,1,0.8522703589366513,3600.0319879055023,1712.0,319.40166152042605,294.0410828590393,319.4547479268435
2,1,10,True,20,2,0.8551800246203457,3600.046262025833,1256.0,299.64374893014553,292.271418094635,299.8042309336513
3,3,10,True,20,2,0.8386345902482999,3600.087986946106,1993.0,271.3515974225131,294.02965354919434,271.3515974225131
4,0,10,True,20,3,0.8476968534523077,3600.276669025421,1030.0,312.5213043892994,285.03066992759705,315.4400368640237
5,1,10,True,20,3,0.7832960394042573,3600.1027538776398,1914.0,187.0069429145952,287.2612645626068,187.0069429145952
6,3,10,True,20,3,0.8609116039650624,3600.026365995407,1213.0,298.7919391554552,274.65259647369385,298.7919391554552
7,0,10,True,30,3,0.8006721873420704,3600.0371828079224,1947.0,263.83441115925024,300.91213941574097,263.83441115925024
8,3,10,True,30,3,0.8009932127445102,3600.010442018509,2196.0,219.84524141723062,304.0573432445526,219.99973048690052
9,4,10,True,30,3,0.8247696311047645,3600.0876591205597,1119.0,262.5780009055952,272.04412150382996,262.7241745194062
10,2,10,True,40,3,0.7804641437229176,3600.0128860473633,2077.0,200.52164232690222,288.99762177467346,208.45461481859311
