,Instance,Size,Alpha_e,time_endurance,fleet_size,GAP,Runtime,NodeCount,ObjVal
90,3,10,True,50,1,0.7519306179256792,7200.645933151245,14538.0,209.63958967046284
91,4,10,True,50,1,0.7893711698549426,7200.219192504883,2313.0,210.05364329027705
92,0,10,True,50,2,0.8542099322945632,7200.3835163116455,14336.0,161.31590821925042
93,1,10,True,50,2,0.8674464140638268,7200.641382217407,21917.0,159.7509497416043
94,2,10,True,50,2,0.8501470719419264,7201.05491065979,13065.0,154.47738720241372
95,3,10,True,50,2,,,,
96,4,10,True,50,2,0.8484388729166528,7200.800371170044,33719.0,169.42892700027267
97,0,10,True,50,3,0.8885537946650708,7200.684753417969,25278.0,131.34380160991884
98,1,10,True,50,3,0.9272983484875664,7200.934400558472,10550.0,214.90420934807855
99,2,10,True,50,3,,,,
100,3,10,True,50,3,,,,
101,4,10,True,50,3,,,,
102,0,10,True,60,1,0.8151713910078412,7200.302707672119,28232.0,281.4999522600339
103,1,10,True,60,1,0.8174856992428878,7200.365825653076,19166.0,226.6925006249715
104,2,10,True,60,1,0.8039359140403969,7200.235368728638,3071.0,251.8860293063795
105,3,10,True,60,1,0.8131872462011128,7200.279275894165,8845.0,241.48911586560322
106,4,10,True,60,1,0.8284868430806664,7200.227893829346,24665.0,257.77193476498746
107,0,10,True,60,2,0.8139590818078001,7200.800273895264,26543.0,141.74053843658976
108,1,10,True,60,2,,,,
109,2,10,True,60,2,0.8124967340969916,7200.5420207977295,10093.0,134.80661808272538
110,3,10,True,60,2,0.8623132386309306,7200.602830886841,23009.0,170.64630220845254
111,4,10,True,60,2,,,,
112,0,10,True,60,3,,,,
113,1,10,True,60,3,,,,
114,2,10,True,60,3,0.8735583332289548,7200.341459274292,19453.0,112.30716379840266
115,3,10,True,60,3,0.8579684744701966,7200.334348678589,2553.0,130.01234938914143
116,4,10,True,60,3,,,,
117,0,10,False,20,1,,,,
118,1,10,False,20,1,,,,
119,2,10,False,20,1,0.772388032089651,7200.734786987305,25354.0,221.82086230331953
120,3,10,False,20,1,0.8679975990584077,7200.258718490601,14013.0,303.7981821877885
121,4,10,False,20,1,0.8820561304336321,7200.298114776611,8937.0,321.22996310975526
122,0,10,False,20,2,0.9746356581248174,7200.375196456909,50594.0,438.546660439838
123,1,10,False,20,2,0.981111598672316,7200.525840759277,41046.0,289.6986813179126
124,2,10,False,20,2,0.946904980094421,7200.444904327393,21536.0,272.71180903769886
125,3,10,False,20,2,0.977608904890919,7200.422857284546,31258.0,513.6553271699257
126,4,10,False,20,2,,,,
127,0,10,False,20,3,0.9780968709039574,7201.1149826049805,23413.0,234.98950410018688
128,1,10,False,20,3,0.9704646371451815,7200.985610961914,31548.0,392.05165275061927
129,2,10,False,20,3,,,,
130,3,10,False,20,3,,,,
131,4,10,False,20,3,0.9852517443193063,7200.555320739746,2350.0,406.35450191944574
132,0,10,False,30,1,,,,
133,1,10,False,30,1,0.8317983283607848,7200.162218093872,3390.0,260.9561230896272
