,Instance,Size,Alpha_e,time_endurance,fleet_size,GAP,Runtime,NodeCount,ObjVal,HeurTime,HeurVal
0,0,10,True,20,1,0.829355718363105,7201.592412948608,2327.0,284.8118329371108,131.71901607513428,285.03157870437457
