,Unnamed: 0.1,Unnamed: 0,Instance,Size,Alpha_e,time_endurance,fleet_sizeuntime,NodeCount,ObjVal,HeurTime,HeurVal
0,0,0,0,5,True,20,1,0.8479821916991127,3600.002306938171,2498,162.915141041132,15.1467399597168,178.2917978714368
1,1,1,1,5,True,20,1,0.8286233550918983,3600.038490056992,26243,191.6873182653878,14.85779547691345,255.7881424970898
2,2,2,2,5,True,20,1,0.7977401123177863,3600.020340919494,3044,120.9055089237271,16.5396990776062,128.222227385443
3,3,3,3,5,True,20,1,0.8091463382874712,3600.01097202301,9693,224.0291429035914,16.03572964668274,224.0291429035914
4,4,4,4,5,True,20,1,0.7896197981931369,3600.004909992218,3666,136.7511095359094,14.4790575504303,141.868574026531
5,5,5,0,5,True,20,2,0.919218545026652,3600.004248857498,2484,166.8387357143255,12.0916473865509,199.7315169453643
6,6,6,1,5,True,20,2,0.9336939416249946,3600.012301206589,4236,226.8019530193413,18.34979057312012,238.5024105900925
7,7,7,2,5,True,20,2,0.8703889729750275,3600.073803901672,19886,118.9616070232361,10.92236256599426,164.1172071708876
8,8,8,3,5,True,20,2,0.9485546560297085,3600.005256175995,3402,209.2802538669205,17.3440523147583,209.2802538669205
9,9,9,4,5,True,20,2,0.9246848315608396,3600.020555019379,2779,170.8217157729312,111.2652943134308,191.8650544354756
10,10,10,0,5,True,20,3,0.9314601444553716,3600.003626823425,2719,153.1451777522707,16.95425271987915,167.3116253087576
11,11,11,1,5,True,20,3,0.8881378087674767,3600.353011846542,19833,127.15666290525,10.20447015762329,150.1938959168458
12,12,12,2,5,True,20,3,0.887505019182061,3600.008584022522,2740,83.3352716881388,16.06041097640991,98.26405737162172
13,13,13,3,5,True,20,3,0.9282336855046606,3600.007608890533,2929,229.2807561883313,16.6833553314209,233.8651003329368
14,14,14,4,5,True,20,3,0.939449768887086,3600.022613048553,3009,181.5417366559033,10.50328636169434,209.3831512122696
15,15,15,0,5,True,30,1,0.7910298718909358,3600.051807880402,27163,182.842073712521,15.59212350845337,238.1988644898641
16,16,16,1,5,True,30,1,0.7929011585692068,3600.0285820961,21124,143.4473796636203,9.355865716934204,185.5978758716164
17,17,17,2,5,True,30,1,0.7562128787668346,3600.010869026184,30480,109.4393846537146,15.45630621910095,129.7086912012778
18,18,18,3,5,True,30,1,0.8527965213954961,3600.006394863129,3175,160.9030594424546,20.33939647674561,196.5946319897544
19,19,19,4,5,True,30,1,0.7943887290787007,3600.028151035309,2990,139.0039941252774,10.0791392326355,170.0204902645062
20,20,20,0,5,True,30,2,0.8621828261722422,3600.01312494278,58080,92.1027666245984,10.17953491210938,134.5474677104883
21,21,21,1,5,True,30,2,0.7819093251790328,3600.010448932648,55360,85.62968090514165,13.80618977546692,131.4655922163421
