,Unnamed: 0,Instance,Size,Alpha_e,time_endurance,fleet_sizeP,Runtime,NodeCount,ObjVal,HeurTime,HeurVal
229,28,4,10,False,20,1,0.9967435750009068,3600.649618148804,2310.0,205.67469234489928,23.89162397384644,287.97870453140115
230,29,0,10,False,20,2,1.0,3600.0251421928406,1869.0,201.84744451793145,18.99089288711548,201.84744451793145
231,30,1,10,False,20,2,1.0,3600.0166358947754,2353.0,175.55021071497745,18.842636823654175,216.83761101582252
232,31,2,10,False,20,2,1.0,3600.11593580246,2624.0,176.51121423805466,163.76769971847534,222.2018523102416
233,32,3,10,False,20,2,1.0,3600.0193049907684,1939.0,208.4610690932891,20.910059213638306,227.2805653813306
234,33,4,10,False,20,2,1.0,3600.018242120743,1361.0,202.28888266857803,161.32354950904846,203.46799286811216
235,34,0,10,False,20,3,1.0,3600.0248849391937,2195.0,191.3073717873857,17.547056674957275,191.3073717873857
236,1,1,10,False,20,3,1.0,3600.030529975891,2344.0,160.2865057756387,17.227858304977417,195.04405994578389
237,36,2,10,False,20,3,1.0,3600.0128338336945,1039.0,193.89704390583688,18.33129644393921,193.89704390583688
238,2,3,10,False,20,3,1.0,3600.02714586258,2213.0,139.23543387197998,20.510352611541748,241.4676856881554
239,38,4,10,False,20,3,1.0,3600.013184070587,2172.0,176.75507378958437,20.78170394897461,288.60309247816434
240,39,0,10,False,30,1,0.9956546986382548,3600.0574140548706,2535.0,188.08582897714464,36.240320682525635,205.82134234632508
241,40,1,10,False,30,1,0.9960260951812416,3600.0137870311737,1999.0,145.3170452348431,46.95179510116577,204.5503587871472
242,41,2,10,False,30,1,0.9956900764087082,3600.1001060009003,2501.0,155.33400489038377,47.594181060791016,198.0954995283116
243,42,3,10,False,30,1,0.9960841987546842,3600.011032819748,2686.0,128.08404863391365,39.03097915649414,192.94827961901404
244,43,4,10,False,30,1,0.9933730119225728,3600.0162320137024,2595.0,155.87725519967836,29.326232433319092,204.40023950563088
245,44,0,10,False,30,2,1.0,3600.0204350948334,2349.0,147.3465850291726,21.354376792907715,152.22875052923544
246,45,1,10,False,30,2,0.999999999999998,3600.0137090682983,2294.0,134.91929772183258,134.91686534881592,135.47504893885298
247,46,2,10,False,30,2,0.9999970977355472,3600.034987926483,2777.0,145.50267604433463,17.732110500335693,182.1712436939466
248,47,3,10,False,30,2,1.0,3600.016496896744,2283.0,119.96785589201932,31.517542600631714,164.90666294869897
249,48,4,10,False,30,2,1.0,3600.025449991226,2145.0,99.03752263098956,21.343291759490967,140.61444707120057
250,49,0,10,False,30,3,1.0,3600.0185039043427,2578.0,139.57435579424993,16.80056357383728,139.57435579424993
251,50,1,10,False,30,3,1.0,3600.0185401439667,1378.0,110.19825692599731,96.23506021499634,137.49134054803105
252,51,2,10,False,30,3,0.9999999999999998,3600.011377096176,2251.0,170.38366847583424,19.832521438598633,204.6496551972649
253,52,3,10,False,30,3,1.0,3600.0371470451355,1922.0,131.25373641370277,19.040770292282104,147.33730074924378
254,0,4,10,False,30,3,1.0,3600.018697023392,2242.0,143.9407521242142,17.840303659439087,181.92555222373812
255,54,0,10,False,40,1,0.9925840120277224,3600.0221819877625,2777.0,144.356181537442,68.36257195472717,184.021656992534
256,55,1,10,False,40,1,0.994634992270978,3600.1242129802704,2005.0,148.11231614383556,32.511961936950684,230.96649925329265
257,56,2,10,False,40,1,0.9973086866336054,3600.048655986786,2041.0,165.84083886840278,38.94067907333374,237.2977621885887
258,57,3,10,False,40,1,0.9961871723382868,3600.026167869568,2294.0,138.37481035018337,32.55889821052551,209.21191719457292
259,58,4,10,False,40,1,0.995569763187764,3600.0139141082764,2821.0,162.5369401844441,71.89558243751526,220.42572465079067
260,59,0,10,False,40,2,1.0,3600.022227048874,1990.0,133.3755770631048,23.95375943183899,161.39123168934873
261,60,1,10,False,40,2,1.0,3600.0369679927826,2365.0,126.53551326949398,16.815555095672607,162.40723809895314
262,61,2,10,False,40,2,1.0,3600.0279488563538,2247.0,119.24774874606166,17.165889263153076,151.92336433895284
263,62,3,10,False,40,2,1.0,3600.0194239616394,2202.0,136.25624615963005,26.51160454750061,188.16569307638807
264,63,4,10,False,40,2,1.0,3600.012845993042,2205.0,122.81384885535236,94.11325883865356,183.0679656974001
265,64,0,10,False,40,3,1.0,3600.0144140720367,2357.0,84.86852630899249,19.369346857070923,130.93983128514947
266,65,1,10,False,40,3,1.0,3600.0158729553223,1952.0,118.0482939633561,18.000843048095703,133.5275835578588
267,66,2,10,False,40,3,1.0,3600.015550851822,2150.0,103.48512364205388,17.792040348052982,143.42936450207503
268,67,3,10,False,40,3,0.9999999999999888,3600.03124499321,2052.0,140.27712931790646,18.557599306106567,179.23578318575278
269,68,4,10,False,40,3,1.0,3600.016798019409,2068.0,146.0035718759695,16.155367851257324,178.71746722621856
270,69,0,10,False,50,1,0.9955333587382764,3600.133264064789,2499.0,174.46708600709962,41.15279579162598,219.54517942283664
271,70,1,10,False,50,1,0.996169714271378,3600.0150899887085,2765.0,153.5956978771799,25.44112539291382,233.84995345219224
272,71,2,10,False,50,1,0.9983337318019474,3600.014955997467,2168.0,161.9827131226513,41.006529331207275,235.83259118444832
273,72,3,10,False,50,1,0.995318536493497,3600.211322069168,2597.0,172.92150436713817,25.873515605926514,246.77047261753424
274,73,4,10,False,50,1,0.9950395991847136,3600.016746044159,2546.0,134.78266593474595,29.201616525650028,232.3098995223741
275,74,0,10,False,50,2,1.0,3600.0187389850616,1734.0,126.49330043983436,127.8114902973175,174.23024181098882
276,75,1,10,False,50,2,1.0,3600.0333168506622,2065.0,96.42931180901964,17.036901473999023,136.14038409609043
277,76,2,10,False,50,2,1.0,3600.158037185669,2576.0,140.9107558388207,19.565101861953735,162.07332909673767
278,77,3,10,False,50,2,1.0,3600.0138318538666,2212.0,117.00190214739015,16.557849645614624,163.44505887214808
279,78,4,10,False,50,2,1.0,3600.100982904434,2079.0,116.54496345623306,16.552979946136475,156.78042689083352
280,79,0,10,False,50,3,1.0,3600.015027046204,1664.0,115.96550822837136,14.493690013885498,115.96550822837136
281,80,1,10,False,50,3,1.0,3600.0126011371613,2353.0,113.66405526911925,15.57121229171753,125.34805037471034
282,81,2,10,False,50,3,1.0,3600.019956827164,2215.0,117.95423634479369,16.010250091552734,124.67816263363842
283,82,3,10,False,50,3,1.0,3600.016847848892,2065.0,91.45923378433672,14.353124618530273,101.309802565632
284,83,4,10,False,50,3,1.0,3600.079134941101,2551.0,95.87344838646102,19.406254529953003,108.94360155308097
285,84,0,10,False,60,1,0.9966361643794368,3600.0084149837494,2661.0,169.26594705565284,41.662956953048706,249.0835032403532
286,85,1,10,False,60,1,0.9960093261760856,3600.097023010254,2451.0,198.27304199289225,33.116132497787476,248.3399362015007
287,86,2,10,False,60,1,0.9956293266674408,3600.011083126068,2526.0,164.09533843682516,33.812339305877686,241.07475163773876
288,87,3,10,False,60,1,0.9959992677961272,3600.139688014984,2519.0,152.94839037850764,43.04319930076599,183.6961151852713
289,88,4,10,False,60,1,0.994192185665432,3600.1278388500214,2465.0,184.55129835863715,32.24896240234375,226.1648937517292
290,89,0,10,False,60,2,1.0,3600.0250589847565,2219.0,113.96919595422668,17.87002396583557,133.952283931269
291,90,1,10,False,60,2,1.0,3600.0315840244293,2342.0,106.38316745100342,15.990554094314575,145.6861689274594
292,91,2,10,False,60,2,1.0,3600.140836954117,2081.0,146.08498757741052,15.341333389282227,157.7907918595306
293,92,3,10,False,60,2,1.0,3600.019698858261,1416.0,122.86395389060758,16.209800004959106,126.47335860781088
294,93,4,10,False,60,2,1.0,3600.0267250537872,2222.0,150.13627292005816,19.80607318878174,166.07729717402438
295,94,0,10,False,60,3,0.9999999999999998,3600.015284061432,2274.0,105.69669703665616,80.11265063285828,114.37179593695254
296,95,1,10,False,60,3,1.0,3600.0208220481877,2208.0,102.90354938737832,41.569617748260505,102.90354938737832
297,96,2,10,False,60,3,1.0,3600.0472700595856,2492.0,121.4394732806022,15.61097240447998,129.90063086208286
298,97,3,10,False,60,3,1.0,3600.01556801796,2333.0,94.85785792100188,16.25726628303528,118.9402868323629
299,98,4,10,False,60,3,1.0,3600.013555049896,2561.0,79.77231222166041,16.10588049888611,96.15381729640998
