,Unnamed: 0,Instance,Size,Alpha_e,time_endurance,fleet_sizeP,Runtime,NodeCount,ObjVal,HeurTime,HeurVal
54,54,4,5,True,50,2,0.7048024212868386,3600.0033659935,2353.0,85.31018657176186,33.66968488693237,87.54662768622835
55,55,0,5,True,50,3,0.7924756667653691,3600.008316040039,2185.0,134.77473515176536,61.11311149597168,140.77560450785572
56,56,1,5,True,50,3,0.7515972666906932,3600.013396024704,2627.0,96.7342010202641,15.974879741668701,96.7342010202641
57,57,2,5,True,50,3,0.7641031014123222,3600.0292370319366,1599.0,105.12903951573126,26.979305505752563,105.12903951573126
58,58,3,5,True,50,3,0.8056187174173252,3600.0051629543304,1861.0,120.3159560313268,55.55134463310242,128.94153585368213
59,59,4,5,True,50,3,0.8396925314317303,3600.004548072815,2191.0,131.52404665197454,44.251962661743164,131.52404665197454
60,60,0,5,True,60,1,0.787116421464909,3600.038429021836,1668.0,129.53497588760953,53.410109519958496,131.6695269692779
61,61,1,5,True,60,1,0.7264188708531173,3600.042315006256,2083.0,101.91633736572469,34.446528673172,126.31598366249
62,62,2,5,True,60,1,0.7959388755342262,3600.008520126343,2429.0,126.31034543639166,34.56519675254822,126.31034543639166
63,63,3,5,True,60,1,0.7415026073870681,3600.010202884674,2086.0,91.2992380703784,35.50577688217163,105.9677608446224
64,64,4,5,True,60,1,0.749028626437328,3600.005921840668,2173.0,103.32284623265517,30.734041690826416,113.8867439948874
65,65,0,5,True,60,2,0.7645699647307185,3600.0354511737823,1797.0,99.59454034557406,19.603877067565918,118.14100671007282
66,66,1,5,True,60,2,0.7537273250971335,3600.037265062332,2408.0,99.35422638341726,36.72695446014404,114.58273967802644
67,67,2,5,True,60,2,0.7616048565186175,3600.015935897827,2247.0,105.8692523934975,43.312795877456665,111.26726420748076
68,68,3,5,True,60,2,0.8374657992065724,3600.006416082382,2872.0,125.15167560574238,28.05425596237183,139.75194430992784
69,69,4,5,True,60,2,0.7726271172972136,3600.0034539699554,2193.0,116.09001352082284,38.717732429504395,116.09001352082284
70,70,0,5,True,60,3,0.7612246410985366,3600.0130639076237,2929.0,108.8942560420973,51.1669716835022,116.7585971133523
71,71,1,5,True,60,3,0.724647411927734,3600.043347120285,2617.0,88.0622469319699,102.38861584663391,88.0622469319699
72,72,2,5,True,60,3,0.8118872555499965,3600.01008105278,2243.0,105.80551298845404,23.919108152389526,105.80551298845404
73,73,3,5,True,60,3,0.8316402496172601,3600.0073540210724,1772.0,142.08172495717147,40.68352460861206,142.08172495717147
74,74,4,5,True,60,3,0.7578080715596388,3600.0059881210327,1890.0,96.76618975120846,28.81587815284729,101.68337039143464
75,75,0,5,False,20,1,0.8981653497655598,3600.024976015091,52789.0,74.73353946257156,29.820821046829224,103.73690899105812
76,76,1,5,False,20,1,0.0438428409991101,3600.0482058525085,85596.0,68.03994198675073,12.83097219467163,116.71536695242632
77,77,2,5,False,20,1,0.7573353584592531,3600.0286819934845,33232.0,100.9961054907108,17.391778707504272,155.46913437854104
78,78,3,5,False,20,1,0.6251214765894146,3600.079344034195,82929.0,79.08543093028106,10.803285598754883,136.8038098420517
79,79,4,5,False,20,1,0.8436033726340935,3600.0230720043182,36391.0,90.16270528866468,11.788228511810303,151.59139194305263
80,80,0,5,False,20,2,0.9635316289453502,3600.005289077759,2187.0,63.69897486383665,11.741251945495605,114.75130295332367
81,81,1,5,False,20,2,0.9729085860651864,3600.004737138748,2780.0,121.70840689485608,19.671149253845215,192.0527535769819
82,82,2,5,False,20,2,0.925844356098548,3600.031835079193,3109.0,97.43212738303998,18.63153314590454,168.40268963532847
83,83,3,5,False,20,2,0.9783405226884136,3600.0021579265594,2489.0,79.72992975187204,9.627233982086182,105.41951548849433
84,84,4,5,False,20,2,0.976470077701822,3600.0032868385315,2004.0,146.33557618711131,9.859559774398804,215.76310396814887
85,85,0,5,False,20,3,0.9791055091539552,3600.023233890533,1773.0,156.92004687562334,26.586384534835815,199.40585011552145
86,86,1,5,False,20,3,0.9772085818153052,3600.002624988556,2488.0,113.29585728071038,10.553796768188477,148.8489096591209
87,87,2,5,False,20,3,0.9693406802623796,3600.0055458545685,1982.0,103.14011739881192,14.231925964355469,203.53906824903427
88,88,3,5,False,20,3,0.9629773648832736,3600.044928789139,2387.0,56.26441833692645,25.418697834014893,102.12680659979168
89,89,4,5,False,20,3,0.9788867132157616,3600.041444063186,2477.0,118.29319772193492,12.560924291610718,181.68071375257108
90,90,0,5,False,30,1,0.7489826758180588,3600.024927139282,186872.0,75.40678317399168,13.455280780792236,101.45339150315674
91,91,1,5,False,30,1,0.6282535933188933,3600.0155789852142,91596.0,72.25056170650448,10.976401567459106,93.7706132353402
92,92,2,5,False,30,1,0.6524516995046027,3600.037026882172,87076.0,120.19985047362256,13.562329053878784,208.1996047381865
93,93,3,5,False,30,1,0.9048162425671366,3600.023144006729,85389.0,65.7385174317737,8.96586012840271,90.18482908480034
94,94,4,5,False,30,1,0.7991035143126936,3600.051069021225,61540.0,73.65049454213774,30.1765193939209,110.23980745684402
95,95,0,5,False,30,2,0.97894448358979,3601.438704967499,14673.0,96.13030316652384,9.850857973098755,162.85193661587195
96,96,1,5,False,30,2,0.9551175894989964,3600.0697569847107,7262.0,54.46873423384925,10.469006538391113,102.69488893137762
97,97,2,5,False,30,2,0.9644065209258366,3600.4660139083862,2045.0,85.085836590125,20.250579118728638,119.54224156195043
98,98,3,5,False,30,2,0.9739851781993434,3600.0057821273804,3239.0,74.20232018888538,9.620201110839844,121.438851646473
99,99,4,5,False,30,2,0.9491093493812188,3600.013957977295,2578.0,60.649591712543945,14.532647609710693,77.03410105362778
100,100,0,5,False,30,3,0.9640802646793066,3600.023003101349,3443.0,94.42045888249363,28.04234290122986,138.19385321097718
101,0,1,5,False,30,3,0.978553992197627,3600.0060460567474,2242.0,76.23763540653579,8.384333372116089,114.02974940603566
102,1,2,5,False,30,3,0.9655223716061646,3600.005697965622,2525.0,54.04764734402279,8.65923810005188,94.71759204520814
103,2,3,5,False,30,3,0.9497299500648833,3600.003436088562,2038.0,45.57098419498092,8.953635454177856,96.25294238330017
104,3,4,5,False,30,3,0.9516306436836264,3600.435693025589,2525.0,56.34937156510999,27.048543691635132,112.38084047785148
105,4,0,5,False,40,1,0.506651228564805,3600.0467550754547,139789.0,65.51533585381335,11.458283424377441,106.32778949326408
106,5,1,5,False,40,1,0.7154919378046474,3600.0312049388885,96758.0,90.8927896239812,13.079123973846436,130.77018629066367
107,6,2,5,False,40,1,0.7760630780193274,3600.11238694191,65835.0,54.81985125152031,9.894161462783813,100.46830713826184
108,7,3,5,False,40,1,0.8383969749985685,3600.0272858142853,45327.0,98.79288336493464,11.03589129447937,143.0510084560903
109,8,4,5,False,40,1,0.7354533921920444,3600.056385040283,200931.0,82.99248140277626,11.849037408828735,119.01730723595448
110,9,0,5,False,40,2,0.966695426076358,3600.06870508194,2275.0,50.54986831980483,9.201338768005371,79.83178915425779
111,10,1,5,False,40,2,0.9477058151640534,3600.003118038177,2698.0,57.054511241051344,9.145442724227905,94.23132664971484
112,11,2,5,False,40,2,0.9609121976338784,3600.002233982086,2058.0,65.10912655691105,19.282349109649658,98.63567694740098
113,12,3,5,False,40,2,0.9180268606195284,3600.018769979477,19683.0,44.4179219736935,9.35471248626709,73.97163264738953
114,13,4,5,False,40,2,0.9596678360975096,3600.004853963852,3052.0,65.71443716956384,10.430330753326416,92.49414370874716
115,14,0,5,False,40,3,0.9557725272532284,3600.0440368652344,2640.0,62.34073590521582,24.479918718338013,72.66099232772682
116,15,1,5,False,40,3,0.940287938525349,3600.0373589992523,2675.0,50.60974787754802,9.330308437347412,86.76038204606925
117,16,2,5,False,40,3,0.9371938796517718,3600.006150007248,2490.0,40.676503006058574,18.14408850669861,65.22135216064453
118,17,3,5,False,40,3,0.9420459558992014,3600.017562866211,2623.0,49.67665246585908,14.862168550491333,59.72119779569992
119,18,4,5,False,40,3,0.9598852369637176,3600.0474820137024,2379.0,41.118814826362815,8.833988904953003,70.98058799579077
120,19,0,5,False,50,1,0.7178876660992108,3600.021162033081,104714.0,102.2656251105717,9.17881178855896,160.6441943805233
121,20,1,5,False,50,1,0.6471777195691114,3600.033957958221,69821.0,47.52460407106144,9.620914936065674,89.25716829196648
122,21,2,5,False,50,1,0.7915271244402167,3600.2370920181274,75589.0,80.66565729445374,9.5624840259552,100.76780936011146
123,22,3,5,False,50,1,0.7879841856664864,3600.0531618595123,61396.0,75.99747977215942,9.593375205993652,111.95011475814142
124,23,4,5,False,50,1,0.9427169390114946,3600.106052875519,73346.0,65.61903072866005,9.701467514038086,91.55840712048123
125,24,0,5,False,50,2,0.9985217854734512,3600.408406972885,31808.0,61.60041024088008,11.5737624168396,101.1710844759376
126,25,1,5,False,50,2,0.9616062963600298,3600.9566130638123,2862.0,49.33449305418167,9.60580563545227,84.19266975802293
127,26,2,5,False,50,2,0.9546001483009752,3600.0035078525543,2869.0,60.5552575933254,9.18685245513916,93.96107384136178
128,27,3,5,False,50,2,0.9964401652992108,3600.0844328403477,44890.0,47.66294798451516,19.86378836631775,68.69226318037951
129,28,4,5,False,50,2,0.9428800387967744,3600.010533094406,2832.0,57.79212209273605,23.16216015815735,76.74200709027711
130,29,0,5,False,50,3,0.9519998468826896,3600.0141639709477,2175.0,58.82502345057661,26.462884187698364,67.50608220653129
131,30,1,5,False,50,3,0.9171602319741428,3600.6180539131165,3161.0,46.36564264613482,10.598315000534058,58.4319832787661
132,31,2,5,False,50,3,0.9313643023167526,3600.0478899478912,2908.0,55.515236120202346,9.915807008743286,68.83692997678644
133,32,3,5,False,50,3,0.8686963560832799,3600.063565015793,15617.0,33.875180773906294,22.247694730758667,63.711558068777705
134,33,4,5,False,50,3,0.9407441110967636,3600.0562291145325,2549.0,43.35977097166255,26.161463022232056,74.74302549969953
135,34,0,5,False,60,1,0.8145195311494878,3600.013883113861,130715.0,65.85270260985502,10.193317174911499,93.85418341365003
136,35,1,5,False,60,1,0.6599480980870462,3600.0193798542023,207439.0,83.19899732535224,11.595036268234253,122.74550106428688
137,36,2,5,False,60,1,0.7503207688221173,3600.036653995514,79350.0,77.34323377214061,11.947288990020752,105.69053798960336
138,37,3,5,False,60,1,0.7911765594979873,3600.0567939281464,47444.0,89.99937043736304,10.983339786529541,128.30420817935712
139,38,4,5,False,60,1,0.7745908321018595,3600.0162971019745,136607.0,86.7846004634251,11.179479360580444,123.21336824450832
140,39,0,5,False,60,2,0.9480896624820672,3600.006284952164,2961.0,71.52089026794371,9.786867141723633,93.24216234398229
141,40,1,5,False,60,2,0.96004136595602,3600.0080778598785,3086.0,64.64943782694748,12.38461947441101,89.6980770608563
142,41,2,5,False,60,2,0.944913779531638,3600.030025959015,3081.0,57.86152574524848,9.032898664474487,84.09667384492138
143,42,3,5,False,60,2,0.9531759804793286,3600.07036280632,3238.0,61.58069622965533,19.517558574676514,87.20444597196806
144,43,4,5,False,60,2,0.8868514757039885,3600.0184259414677,32896.0,57.79108470422346,15.94530177116394,87.46936756843176
145,44,0,5,False,60,3,0.9305512057335018,3600.0042600631714,2252.0,39.53295283463924,26.564995765686035,61.64860872017124
146,45,1,5,False,60,3,0.9482220053486882,3600.003924131393,2566.0,65.64387568906805,7.651183128356934,73.13851884642884
147,46,2,5,False,60,3,0.9278741868157898,3600.0545802116394,2692.0,44.54201203713008,8.56394648551941,66.33838588598925
148,47,3,5,False,60,3,0.9380170305126648,3600.0035309791565,2557.0,43.75702309425366,32.10577964782715,54.00198746971491
149,48,4,5,False,60,3,0.9489473283400796,3600.0669238567352,3260.0,58.772627837702224,25.84261965751648,76.97974919641813
150,49,0,10,True,20,1,0.8971827876787997,3600.0293278694157,1806.0,263.2569714756021,547.7099702358246,263.2569714756021
151,50,1,10,True,20,1,0.8880659248989237,3600.0343339443207,1809.0,265.21166698011416,789.0597710609436,265.21166698011416
152,0,2,10,True,20,1,0.8162836824231285,3600.0216479301453,1865.0,228.2935749359536,130.15088868141174,228.2935749359536
153,52,3,10,True,20,1,0.8731331250855068,3600.03004693985,2141.0,299.7286787231008,171.0054280757904,299.7286787231008
154,1,4,10,True,20,1,0.8522703589366513,3600.0319879055023,1712.0,293.2823245912293,566.7059304714203,293.2823245912293
155,54,0,10,True,20,2,0.8841607184598028,3600.112869977951,2029.0,253.30788404582387,593.0342259407043,253.30788404582387
156,2,1,10,True,20,2,0.8551800246203457,3600.046262025833,1256.0,234.9339525278233,410.4149708747864,234.9339525278233
157,56,2,10,True,20,2,0.8496324130499239,3600.090945959091,164.0,288.58839795004616,224.90599155426025,288.58839795004616
158,3,3,10,True,20,2,0.8386345902482999,3600.087986946106,1993.0,271.3515974225131,922.6266343593597,308.9605503709951
159,58,4,10,True,20,2,0.799904840684067,3600.1753318309784,2039.0,250.18852964790088,740.5612976551057,250.18852964790088
160,4,0,10,True,20,3,0.8476968534523077,3600.276669025421,1030.0,291.5448765078231,484.0843200683594,291.5448765078231
161,5,1,10,True,20,3,0.7832960394042573,3600.10275387764,1914.0,173.07472575727948,116.85198640823364,173.07472575727948
162,61,2,10,True,20,3,0.8332038672936877,3600.558856010437,1409.0,268.8344606122112,315.93030643463135,268.8344606122112
163,6,3,10,True,20,3,0.8609116039650624,3600.026365995407,1213.0,238.24233567097005,107.66179728507996,238.24233567097005
164,63,4,10,True,20,3,0.7975469188751642,3600.085905075073,2469.0,217.4722158284375,162.14598059654236,217.4722158284375
165,64,0,10,True,30,1,0.8211814148164793,3600.0097000598907,2474.0,231.98405433070425,283.3004467487335,231.98405433070425
166,65,1,10,True,30,1,0.80063960196606,3600.0103290081024,2060.0,225.31032248613275,371.8958594799042,225.31032248613275
167,66,2,10,True,30,1,0.8284582439165997,3600.034826040268,1654.0,260.5571499190806,353.30794167518616,260.5571499190806
168,67,3,10,True,30,1,0.8090496564756466,3600.010205984116,2124.0,231.89163152383688,158.47263169288635,231.89163152383688
169,68,4,10,True,30,1,0.8036146901837673,3600.010385990143,1206.0,230.4067363205264,281.7357609272003,230.4067363205264
170,69,0,10,True,30,2,0.751273644387345,3600.0130779743195,2120.0,213.32308099800343,175.85477495193481,213.32308099800343
171,70,1,10,True,30,2,0.7788550944716589,3600.1718850135803,2163.0,195.25300741016537,181.6027810573578,196.18399982162495
172,71,2,10,True,30,2,0.8024133793449234,3600.177389860153,1950.0,206.3326414705833,238.34544467926025,206.3326414705833
173,72,3,10,True,30,2,0.7274798361145424,3600.0144140720367,1485.0,177.70172727520443,112.24520945549011,177.70172727520443
174,73,4,10,True,30,2,0.807017029113619,3600.033015012741,2401.0,230.08344949058943,147.7318606376648,238.2174472599294
175,7,0,10,True,30,3,0.8006721873420704,3600.0371828079224,1947.0,237.1122985054865,151.78370308876038,237.1122985054865
176,75,1,10,True,30,3,0.7955651439716654,3600.1685531139374,1961.0,240.91112076022767,204.98503828048706,240.91112076022767
177,76,2,10,True,30,3,0.7905737917092406,3600.1548838615417,1715.0,219.41436775488532,247.12463450431824,219.41436775488532
178,8,3,10,True,30,3,0.8009932127445102,3600.010442018509,2196.0,213.1980397853319,233.463449716568,213.1980397853319
179,9,4,10,True,30,3,0.8247696311047645,3600.08765912056,1119.0,235.8543602108266,227.93763828277588,235.8543602108266
180,79,0,10,True,40,1,0.7725930839567096,3600.011246919632,1917.0,219.5012535128629,257.35408115386963,251.113657857514
181,80,1,10,True,40,1,0.7891847939612219,3600.032088041305,1982.0,211.33410361922944,276.5075626373291,219.24554117257208
182,81,2,10,True,40,1,0.8146942028406452,3600.0314090251923,1766.0,237.3300806293428,579.2676548957825,237.3300806293428
183,82,3,10,True,40,1,0.7845269762386284,3600.031401157379,2255.0,221.09995846400545,624.0322577953339,221.09995846400545
184,83,4,10,True,40,1,0.8254488514739933,3600.010880947113,2223.0,267.45270057665505,281.44339895248413,267.45270057665505
185,84,0,10,True,40,2,0.7660696164744293,3600.2141349315643,1791.0,198.21655450642643,907.4196708202362,207.50174117210025
186,85,1,10,True,40,2,0.7494744057276277,3600.011324882508,2048.0,209.86750574743604,778.5626947879791,209.86750574743604
187,86,2,10,True,40,2,0.8294932769549458,3600.202001094818,1984.0,239.07013318694743,110.93302464485168,239.07013318694743
188,87,3,10,True,40,2,0.8015385590558248,3600.207363128662,1386.0,229.4554400124193,259.1896216869354,229.4554400124193
189,88,4,10,True,40,2,0.828305817432341,3600.030350923538,2439.0,260.70946484458165,827.6533465385437,260.70946484458165
190,89,0,10,True,40,3,0.7813351012226512,3600.0897550582886,1189.0,216.78627613298937,587.3291220664978,230.01092200915392
191,90,1,10,True,40,3,0.8038226971667862,3600.096729040146,2276.0,245.78740486898548,222.06262183189392,263.8067319970887
192,10,2,10,True,40,3,0.7804641437229176,3600.0128860473637,2077.0,200.52164232690225,327.1054706573486,206.8470871534184
193,92,3,10,True,40,3,0.8500782706068676,3600.0097999572754,1295.0,235.5986964561021,232.47507405281067,235.5986964561021
194,93,4,10,True,40,3,0.790812066547717,3600.176956892013,2259.0,224.7280462722217,176.49075937271118,224.7280462722217
195,94,0,10,True,50,1,0.826521134860763,3600.0135040283203,1824.0,278.17031134301465,144.31862807273865,278.17031134301465
196,95,1,10,True,50,1,0.820075361695599,3600.0119400024414,2430.0,249.15001287841795,792.8895361423492,249.15001287841795
197,96,2,10,True,50,1,0.8362638785739813,3600.014948129654,2356.0,258.9351241837084,255.4820990562439,258.9351241837084
198,97,3,10,True,50,1,0.7866215331263854,3600.0343170166016,1866.0,243.89967739238497,201.84103226661682,279.24781385718643
199,98,4,10,True,50,1,0.8246209414400018,3600.0133039951324,2070.0,238.86113386125172,160.59169578552246,238.86113386125172
200,99,0,10,True,50,2,0.7916022623758947,3600.0112278461456,2264.0,222.95183686305865,222.82726097106934,226.9351198813903
201,0,1,10,True,50,2,0.8367906467095244,3600.317823886872,2057.0,252.86291510117127,437.8424761295319,252.86291510117127
202,1,2,10,True,50,2,0.8103114604670135,3600.0357270240784,2122.0,225.2941060132381,266.30691385269165,225.2941060132381
203,2,3,10,True,50,2,0.7824331179809225,3600.0112659931183,2127.0,183.75760845096409,142.29299354553223,229.9422827738963
204,3,4,10,True,50,2,0.8060206453624006,3600.068072080612,1193.0,233.9824388020596,256.5120794773102,233.9824388020596
205,0,0,10,True,50,3,0.814275902584995,3600.028132915497,698.0,244.80115881435947,87.22803926467896,246.1698135283494
206,5,1,10,True,50,3,0.8444422312634726,3600.018481016159,2344.0,249.42888974581348,189.68844294548035,249.42888974581348
207,6,2,10,True,50,3,0.7615860641050927,3600.1896641254425,1394.0,226.6050210159218,111.52905702590942,228.95318624414523
208,7,3,10,True,50,3,0.8013164606687628,3600.137638092041,2129.0,213.2820522206941,413.3356249332428,213.2820522206941
209,8,4,10,True,50,3,0.7503395279455766,3600.0990719795227,1537.0,210.95110821078345,176.64128232002258,218.13785977236049
210,9,0,10,True,60,1,0.8267762303451618,3600.0304419994354,2127.0,290.6290549424252,125.48450541496277,290.6290549424252
211,10,1,10,True,60,1,0.857068045808112,3600.023320913315,1695.0,262.5051058782703,141.2513427734375,262.5051058782703
212,11,2,10,True,60,1,0.7939792592189114,3600.0224618911743,1951.0,241.1434447657334,689.1084325313568,280.3070303774022
213,12,3,10,True,60,1,0.8326222473689153,3600.007854938507,2068.0,246.5601168543189,690.9391746520996,246.5601168543189
214,13,4,10,True,60,1,0.8371580546824909,3600.028839111328,2186.0,271.62585697256964,151.61552691459656,324.6279488930078
215,14,0,10,True,60,2,0.7947736545879627,3600.2198297977448,1236.0,222.68155336530685,399.04464507102966,222.68155336530685
216,15,1,10,True,60,2,0.7440136031752813,3600.0119779109955,1496.0,189.65195121534356,136.1206545829773,201.146946219111
217,16,2,10,True,60,2,0.7882373201056964,3600.0213601589203,2150.0,228.0598347021776,393.79388761520386,228.0598347021776
218,17,3,10,True,60,2,0.8360766467464306,3600.0133419036865,2034.0,272.6903834236712,133.29195952415466,272.6903834236712
219,18,4,10,True,60,2,0.7763030046143354,3600.1228868961334,1570.0,212.91733184434295,124.67244744300842,212.91733184434295
220,19,0,10,True,60,3,0.8209328440936791,3600.0123898983,2004.0,237.506934739262,322.9364433288574,237.506934739262
221,20,1,10,True,60,3,0.7971668132154058,3600.012583017349,1813.0,230.7636483504544,189.41699504852295,248.4187445024496
222,21,2,10,True,60,3,0.8146175677591416,3600.012713909149,959.0,212.29598608221607,254.78788852691653,212.29598608221607
223,22,3,10,True,60,3,0.7984465128313182,3600.226338863373,1706.0,228.79720598594375,319.7754714488983,228.79720598594375
224,23,4,10,True,60,3,0.8099168610776625,3600.0090448856354,2125.0,254.26126404021213,209.79969143867493,254.26126404021213
225,24,0,10,False,20,1,0.9961540873303344,3600.082078933716,1687.0,184.82919933285507,893.6844458580017,335.5350654974404
226,25,1,10,False,20,1,0.99654039165693,3600.0855991840363,2296.0,192.4245317475093,31.168840169906616,219.1208307486341
227,26,2,10,False,20,1,0.9986200804415596,3600.159528017044,1755.0,186.0632795157314,103.06412863731384,205.78183219493303
228,27,3,10,False,20,1,0.9957256995113304,3600.1504690647125,1744.0,185.63254692825683,26.15571093559265,215.9673841077442
