,Instance,Size,Alpha_e,Capacity,Num_Drones,GAP,Runtime,NodeCount,ObjVal
0,0,5,True,20,1,0.7976724567637199,7200.325023651123,67283.0,110.56285567747358
1,1,5,True,20,1,0.8605266313127432,7200.168218612671,48259.0,160.73523429115068
2,2,5,True,20,1,0.7480404516467899,7200.359546661377,58294.0,90.6158737258819
3,3,5,True,20,1,0.8551731128663992,7200.179447174072,27531.0,298.5634827585581
4,4,5,True,20,1,0.8236891077383396,7200.200309753418,73790.0,109.6334188208108
5,0,5,True,20,2,0.9170611431010707,7201.433490753174,43140.0,145.0463606762169
6,1,5,True,20,2,0.9097658067726782,7200.399244308472,47700.0,151.17920217816203
7,2,5,True,20,2,0.8620241650060536,7200.250032424927,46872.0,115.44854643679348
8,3,5,True,20,2,0.9339671933697882,7200.165193557739,47161.0,181.00065751949745
9,4,5,True,20,2,0.9075875898087536,7200.209899902344,37603.0,133.6624170007524
10,0,5,True,20,3,0.9467919753749509,7201.232885360718,43337.0,145.14804867602413
11,1,5,True,20,3,0.901334016035167,7200.4529819488525,101843.0,116.46641319338416
12,2,5,True,20,3,0.8155309318923395,7200.371700286865,68675.0,41.80541884062935
13,3,5,True,20,3,0.9412136122816223,7200.301839828491,36044.0,211.98143441668415
14,4,5,True,20,3,0.9415465363957821,7200.975286483765,63640.0,161.97726697542294
15,0,5,True,30,1,0.8357298056139482,7200.168951034546,61172.0,153.81041866167203
16,1,5,True,30,1,0.7893369772488299,7200.154067993164,115695.0,123.12613372412449
17,2,5,True,30,1,0.8056113149481199,7200.143243789673,76684.0,102.68213885759181
18,3,5,True,30,1,0.7722226689301199,7200.258325576782,70044.0,126.91399650084225
19,4,5,True,30,1,0.8056674285528977,7200.211200714111,58946.0,116.07768448898528
20,0,5,True,30,2,0.8389048321884106,7200.283645629883,56679.0,75.08952363003188
21,1,5,True,30,2,0.7911592878403609,7200.307556152344,63362.0,85.7697867201518
22,2,5,True,30,2,0.8742873107286196,7200.235319137573,42456.0,91.59479515153956
23,3,5,True,30,2,0.7973394914820489,7200.220359802246,77517.0,60.941556335160506
24,4,5,True,30,2,0.8089324426077714,7200.364971160889,61249.0,69.16396680231072
25,0,5,True,30,3,0.8773600348401052,7200.296745300293,99966.0,64.25510442588941
