,Instance,Size,Alpha_e,Capacity,Num_Drones,GAP,Runtime,NodeCount,ObjVal,HeurTime,HeurVal
0,3,10,True,20,2,0.9198077410660509,7200.210094451904,2190.0,278.45109584358113,119.16706347465515,279.02572463443926
1,2,10,True,20,3,0.929172652686731,7200.460821151733,14449.0,187.74481759035092,124.33949422836304,187.74603340064638
2,3,10,True,30,2,0.8826066630180813,7200.341201782227,2133.0,219.85137660260762,129.52238655090332,220.78962470091204
3,4,10,True,30,3,0.9489718751731921,7200.953582763672,34264.0,213.8113886547326,128.7185583114624,213.8113886547326
4,1,10,False,20,2,0.9483263862706015,7200.326284408569,2176.0,233.12020737415057,39.36576223373413,233.20621201750598
0,3,10,False,20,3,0.9839536609573225,7200.460168838501,24291.0,183.8438701379651,54.76571083068848,183.8438701379651
1,4,10,False,20,3,0.9649673586281048,7202.125205993652,14683.0,251.75689821715602,65.2249026298523,251.75689821715602
2,3,10,False,30,2,0.9094819158610945,7200.434259414673,9303.0,133.02631553328658,47.36637306213379,166.44508233312993
3,0,10,False,30,3,0.9063610612993706,7200.216953277588,2265.0,95.9130611714798,51.476386070251465,96.1058875370244
